season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt
3,1,6,20,0,6,0,1,0.78,0.6818,0.31,0.194,158,228,386
1,0,2,3,0,3,1,1,0.06,0.0758,0.45,0.1343,0,2,2
1,0,2,1,0,6,0,2,0.24,0.2424,0.65,0.1642,1,17,18
1,1,12,13,1,2,0,1,0.4,0.4091,0.5,0.3284,75,46,121
3,1,6,3,0,4,1,1,0.66,0.6212,0.5,0.0896,1,6,7
4,0,11,15,0,6,0,2,0.5,0.4848,0.42,0.1045,154,160,314
4,0,10,0,1,1,0,1,0.5,0.4848,0.94,0,11,42,53
2,0,4,11,0,0,0,1,0.42,0.4242,0.41,0.2537,139,104,243
4,0,12,20,0,1,1,2,0.46,0.4545,0.82,0.1045,15,190,205
4,0,10,21,0,5,1,1,0.5,0.4848,0.68,0,22,144,166
4,0,10,13,0,6,0,1,0.5,0.4848,0.45,0,136,186,322
4,0,12,10,0,4,1,2,0.4,0.4091,0.58,0.2985,4,105,109
3,1,7,13,0,1,1,1,0.8,0.7424,0.49,0.1642,57,169,226
2,0,4,4,0,6,0,1,0.24,0.2424,0.7,0.1642,0,5,5
4,1,10,17,0,0,0,3,0.4,0.4091,0.82,0.2239,35,122,157
4,1,11,14,0,5,1,1,0.42,0.4242,0.35,0.1045,47,204,251
2,1,4,4,0,0,0,2,0.54,0.5152,0.52,0,2,10,12
1,0,2,21,0,4,1,1,0.18,0.2121,0.55,0.1045,1,53,54
2,1,4,7,0,6,0,1,0.34,0.3333,0.49,0.1642,10,45,55
3,0,7,21,0,4,1,1,0.82,0.8939,0.75,0.2239,38,187,225
3,0,7,20,0,1,1,1,0.72,0.697,0.74,0.1343,55,247,302
2,0,4,10,0,1,1,2,0.54,0.5152,0.45,0.3582,35,55,90
1,1,1,21,0,1,1,2,0.26,0.2424,1,0.2836,8,112,120
3,0,7,21,0,3,1,1,0.74,0.6667,0.48,0.1045,49,196,245
1,1,2,5,0,5,1,2,0.28,0.2727,0.93,0.1642,0,16,16
3,1,8,7,0,2,1,2,0.66,0.6061,0.83,0.1045,14,255,269
1,0,2,10,0,6,0,1,0.22,0.2121,0.41,0.2537,13,71,84
2,1,4,20,0,4,1,1,0.54,0.5152,0.77,0.194,23,314,337
4,1,9,1,0,0,0,1,0.54,0.5152,0.52,0.3582,23,119,142
4,0,11,13,0,2,1,3,0.54,0.5152,0.6,0.2239,21,132,153
4,0,10,1,0,0,0,1,0.22,0.2121,0.87,0.2537,9,34,43
3,1,8,7,0,2,1,2,0.66,0.6061,0.83,0.0896,1,178,179
1,1,3,15,0,5,1,1,0.46,0.4545,0.24,0.2537,50,188,238
1,0,3,21,0,4,1,1,0.18,0.2121,0.4,0.1045,3,48,51
3,1,9,2,0,3,1,1,0.52,0.5,0.72,0.0896,2,9,11
3,0,7,21,0,0,0,1,0.78,0.7424,0.59,0.2985,68,96,164
4,0,10,19,0,6,0,2,0.38,0.3939,0.82,0.194,27,99,126
1,1,12,23,0,0,0,1,0.2,0.197,0.51,0.2239,10,39,49
1,1,2,9,0,2,1,1,0.28,0.2576,0.45,0.3582,7,225,232
1,0,12,16,0,0,0,1,0.36,0.3636,0.57,0.1045,35,51,86
3,0,8,22,0,2,1,1,0.62,0.6212,0.57,0.1343,46,145,191
1,0,2,21,0,2,1,2,0.22,0.2273,0.87,0.1343,0,64,64
1,1,1,23,0,0,0,1,0.26,0.2424,0.56,0.2537,0,30,30
4,1,11,0,0,4,1,2,0.26,0.303,0.65,0,1,33,34
3,0,7,10,0,2,1,1,0.76,0.697,0.52,0.1045,55,84,139
4,0,11,1,0,0,0,2,0.36,0.3485,0.66,0.194,13,58,71
4,0,11,12,0,4,1,1,0.5,0.4848,0.51,0.194,17,162,179
2,0,4,0,0,6,0,2,0.32,0.3182,1,0.194,0,18,18
3,0,8,13,0,1,1,1,0.74,0.6515,0.3,0.4627,47,158,205
1,0,1,22,0,5,1,2,0.16,0.2273,0.69,0,2,34,36
3,1,7,9,0,6,0,1,0.78,0.7424,0.59,0.1045,110,227,337
1,1,1,19,0,4,1,2,0.42,0.4242,0.71,0.1642,17,313,330
3,0,9,6,0,1,1,1,0.5,0.4848,0.77,0.2239,6,107,113
1,0,2,4,0,0,0,2,0.2,0.2121,0.69,0.1642,0,2,2
4,1,11,3,1,1,0,1,0.4,0.4091,0.76,0.1343,1,3,4
1,0,12,20,0,6,0,1,0.26,0.2727,0.56,0.1343,5,19,24
1,0,2,12,0,6,0,1,0.3,0.2727,0.39,0.4627,27,93,120
4,0,10,13,0,3,1,3,0.54,0.5152,0.88,0.2239,25,76,101
3,0,6,1,0,4,1,1,0.64,0.6212,0.53,0.1343,13,19,32
3,0,7,11,0,3,1,1,0.84,0.7424,0.39,0.1642,55,110,165
4,1,12,5,0,4,1,2,0.26,0.2576,0.56,0.1642,2,31,33
2,0,3,21,0,1,1,1,0.32,0.3333,0.21,0.1343,6,55,61
3,1,8,23,0,4,1,1,0.7,0.6515,0.54,0.1045,58,168,226
3,0,6,1,0,3,1,1,0.68,0.6364,0.79,0.2985,10,18,28
3,0,8,15,0,4,1,2,0.74,0.697,0.7,0,28,104,132
3,0,8,20,0,6,0,2,0.68,0.6364,0.83,0.2239,78,105,183
4,1,11,1,0,0,0,1,0.22,0.2273,0.44,0.194,4,32,36
2,1,5,6,0,6,0,1,0.44,0.4394,0.72,0.0896,12,38,50
2,0,3,13,0,0,0,1,0.3,0.2879,0.39,0.2239,47,100,147
1,1,12,15,0,6,0,1,0.32,0.2727,0.33,0.5821,14,139,153
4,0,11,22,0,2,1,2,0.5,0.4848,0.94,0.194,6,81,87
4,0,11,7,0,1,1,2,0.46,0.4545,0.94,0.1642,17,229,246
1,1,1,12,0,0,0,1,0.18,0.1667,0.4,0.2985,42,192,234
2,0,5,7,0,0,0,2,0.42,0.4242,0.77,0.0896,7,26,33
4,0,10,4,0,3,1,3,0.54,0.5152,0.94,0.3881,1,6,7
1,0,3,17,0,0,0,1,0.44,0.4394,0.41,0.3582,98,143,241
1,1,3,13,0,4,1,2,0.66,0.6212,0.41,0.0896,62,211,273
3,0,8,23,0,5,1,1,0.7,0.6667,0.84,0.0896,22,114,136
2,1,5,22,0,5,1,1,0.6,0.5606,0.83,0.1343,50,182,232
4,1,12,1,0,3,1,1,0.3,0.3182,0.65,0.0896,1,14,15
2,1,4,20,0,3,1,1,0.64,0.6212,0.27,0.2239,39,333,372
3,1,8,0,0,2,1,1,0.7,0.6667,0.84,0.194,15,32,47
2,0,4,14,0,3,1,1,0.74,0.6515,0.4,0.4627,33,115,148
3,0,7,2,0,0,0,1,0.7,0.6515,0.58,0.194,19,50,69
2,0,6,3,0,5,1,1,0.56,0.5303,0.94,0.1045,1,5,6
2,1,5,9,0,1,1,2,0.5,0.4848,0.82,0.2239,61,289,350
2,0,5,0,0,4,1,1,0.52,0.5,0.94,0.1045,6,23,29
2,0,4,7,0,2,1,1,0.58,0.5455,0.83,0.2985,16,254,270
4,1,11,5,0,6,0,1,0.24,0.2424,0.7,0.1642,1,10,11
3,1,9,0,0,3,1,1,0.52,0.5,0.72,0.1045,8,41,49
4,1,11,3,0,3,1,1,0.28,0.2879,0.87,0.1045,0,2,2
3,1,7,5,0,2,1,1,0.66,0.6061,0.83,0.1642,5,40,45
4,0,12,17,0,1,1,1,0.38,0.3939,0.46,0.194,16,362,378
3,0,7,13,0,0,0,1,0.86,0.803,0.47,0.2239,90,162,252
3,0,8,7,0,6,0,1,0.62,0.5758,0.83,0,8,36,44
2,0,4,2,0,2,1,2,0.6,0.6212,0.53,0.1343,7,7,14
3,0,9,22,0,5,1,1,0.48,0.4697,0.67,0.0896,32,135,167
3,0,7,5,0,4,1,1,0.6,0.6212,0.56,0.2239,6,22,28
3,1,6,14,0,5,1,1,0.96,0.9091,0.36,0.2239,49,184,233
4,1,10,17,0,0,0,3,0.46,0.4545,0.77,0.5224,37,188,225
1,1,2,4,0,1,1,1,0.22,0.2273,0.8,0.1343,0,1,1
2,1,4,23,0,0,0,3,0.46,0.4545,0.72,0,10,53,63
1,0,3,3,0,5,1,2,0.18,0.1667,0.74,0.2537,0,1,1
3,0,8,19,0,0,0,1,0.72,0.6818,0.7,0.2537,81,201,282
2,0,5,7,0,5,1,1,0.64,0.6061,0.73,0.1642,20,229,249
2,0,5,6,0,6,0,2,0.5,0.4848,0.88,0.1045,2,9,11
2,1,6,5,0,5,1,2,0.62,0.5909,0.78,0.0896,4,41,45
4,0,10,19,0,1,1,1,0.54,0.5152,0.68,0.1045,45,288,333
4,1,12,6,0,2,1,2,0.36,0.3788,0.93,0,3,150,153
3,0,8,5,0,2,1,1,0.52,0.5,0.77,0.0896,1,27,28
1,1,2,22,0,4,1,2,0.32,0.3485,0.81,0,3,108,111
3,0,8,19,0,2,1,1,0.66,0.6212,0.5,0.2239,70,297,367
2,1,6,23,0,0,0,1,0.58,0.5455,0.53,0.1045,26,82,108
2,1,4,12,0,4,1,1,0.46,0.4545,0.41,0.4478,60,199,259
3,0,7,20,0,2,1,1,0.82,0.7424,0.43,0.194,57,251,308
3,0,9,5,0,1,1,1,0.56,0.5303,0.83,0,1,23,24
2,1,3,23,0,4,1,1,0.56,0.5303,0.83,0.0896,34,117,151
4,1,12,16,0,1,1,2,0.5,0.4848,0.88,0.1045,37,308,345
2,1,6,19,0,5,1,3,0.62,0.5606,0.88,0.3582,4,41,45
1,1,1,3,0,1,1,1,0.24,0.2273,0.48,0.194,0,4,4
1,1,2,6,0,2,1,2,0.26,0.303,0.56,0,1,89,90
4,0,12,18,0,5,1,1,0.34,0.3636,0.61,0,10,308,318
2,1,6,4,0,0,0,1,0.62,0.5909,0.78,0.0896,1,9,10
3,0,9,23,0,6,0,1,0.66,0.6212,0.85,0.1343,46,77,123
2,0,5,14,0,2,1,2,0.62,0.6212,0.33,0,42,134,176
1,0,2,14,0,0,0,1,0.36,0.3485,0.27,0.1642,108,104,212
2,0,4,17,0,0,0,2,0.52,0.5,0.72,0.194,84,152,236
1,1,1,7,0,0,0,1,0.2,0.2121,0.37,0.1343,0,12,12
3,1,9,11,0,1,1,2,0.62,0.6061,0.69,0.2239,61,191,252
1,1,2,16,0,2,1,1,0.42,0.4242,0.35,0.2985,15,251,266
1,1,2,10,0,0,0,1,0.12,0.1061,0.42,0.3582,8,83,91
1,1,1,15,0,5,1,2,0.22,0.2273,0.35,0.194,12,144,156
3,0,8,13,0,6,0,1,0.76,0.697,0.55,0.1343,158,220,378
3,1,7,3,0,1,1,1,0.66,0.6061,0.83,0,0,3,3
2,1,5,1,0,4,1,1,0.64,0.6061,0.69,0.0896,4,22,26
1,1,2,5,0,0,0,2,0.26,0.2273,0.48,0.2985,1,1,2
1,1,2,16,0,3,1,3,0.26,0.2727,0.81,0.1045,2,73,75
2,1,4,11,0,4,1,1,0.52,0.5,0.48,0,46,183,229
2,1,4,13,0,2,1,1,0.52,0.5,0.23,0.1642,81,202,283
3,1,6,8,0,6,0,1,0.68,0.6364,0.69,0.2239,34,133,167
1,0,3,13,0,0,0,1,0.38,0.3939,0.34,0,88,115,203
2,1,5,3,0,5,1,1,0.46,0.4545,0.72,0.0896,6,8,14
3,1,7,9,0,2,1,1,0.74,0.697,0.66,0.1343,47,284,331
1,0,1,23,0,4,1,1,0.18,0.197,0.8,0.1642,0,16,16
2,0,6,3,0,2,1,1,0.58,0.5455,0.53,0.3284,1,1,2
1,0,1,13,0,5,1,2,0.2,0.1818,0.37,0.2836,9,64,73
1,1,3,5,0,0,0,2,0.4,0.4091,0.94,0.1045,0,6,6
2,0,3,7,0,2,1,2,0.4,0.4091,0.76,0.1045,4,132,136
2,0,4,23,0,2,1,1,0.46,0.4545,0.88,0.0896,11,41,52
1,1,1,22,0,1,1,2,0.2,0.2273,0.92,0.1045,8,54,62
3,0,9,14,0,0,0,1,0.72,0.6667,0.58,0.2836,120,222,342
4,1,12,15,0,4,1,2,0.34,0.3333,0.57,0.194,33,216,249
3,1,8,22,0,3,1,1,0.72,0.6818,0.7,0.1045,37,251,288
2,1,5,16,0,3,1,3,0.7,0.6515,0.61,0.0896,62,216,278
3,0,7,20,0,6,0,1,0.82,0.803,0.59,0.2239,47,98,145
2,1,5,10,0,5,1,1,0.52,0.5,0.36,0.3284,69,141,210
4,1,12,5,0,1,1,1,0.34,0.3485,0.93,0.0896,0,38,38
2,0,5,6,0,1,1,1,0.44,0.4394,0.72,0.2537,2,87,89
1,1,1,15,0,0,0,1,0.4,0.4091,0.37,0.2836,89,241,330
4,0,10,1,0,2,1,2,0.4,0.4091,0.87,0.1045,1,8,9
3,1,7,19,0,0,0,1,0.84,0.7424,0.39,0.1343,103,279,382
3,1,7,5,0,5,1,1,0.74,0.697,0.66,0.194,4,31,35
4,0,12,7,0,3,1,3,0.44,0.4394,1,0.1045,3,43,46
1,0,3,23,0,3,1,1,0.26,0.2121,0.3,0.5224,0,22,22
1,0,2,0,0,6,0,1,0.16,0.197,0.69,0.0896,3,27,30
3,0,8,5,0,5,1,1,0.64,0.5909,0.78,0.0896,0,16,16
3,1,7,3,1,3,0,1,0.68,0.6364,0.74,0.194,9,23,32
2,1,5,5,0,4,1,1,0.56,0.5303,0.68,0.3284,1,34,35
1,1,2,2,0,6,0,1,0.24,0.2576,0.7,0.0896,6,38,44
2,0,6,3,0,6,0,1,0.52,0.5,0.59,0.1045,8,10,18
2,0,4,3,0,2,1,1,0.54,0.5152,0.88,0.2836,17,4,21
2,0,6,10,0,4,1,1,0.72,0.6515,0.28,0.4925,33,106,139
2,0,5,12,0,3,1,1,0.74,0.6818,0.55,0.1343,32,178,210
4,0,10,15,0,3,1,1,0.64,0.6212,0.47,0.2836,35,147,182
3,1,8,1,0,3,1,1,0.72,0.697,0.79,0,3,20,23
4,1,12,0,0,0,0,2,0.36,0.3788,0.62,0,8,102,110
4,0,12,0,0,0,0,1,0.3,0.3182,0.7,0.1045,19,64,83
3,0,8,15,0,6,0,2,0.84,0.803,0.53,0.2537,130,232,362
4,0,10,3,0,5,1,1,0.56,0.5303,0.94,0.1343,1,6,7
1,1,3,12,0,3,1,1,0.44,0.4394,0.38,0.3881,40,175,215
4,0,12,3,0,2,1,1,0.18,0.2424,0.8,0,0,3,3
3,1,9,4,0,1,1,1,0.52,0.5,0.68,0.2836,1,4,5
4,0,10,5,0,3,1,2,0.54,0.5152,0.88,0.3284,0,22,22
4,1,11,20,0,4,1,2,0.38,0.3939,0.54,0.2537,16,280,296
3,0,8,20,0,6,0,3,0.72,0.697,0.79,0.2836,58,79,137
3,1,9,5,0,2,1,2,0.64,0.5758,0.89,0.3284,3,45,48
4,0,10,2,0,5,1,1,0.56,0.5303,0.94,0.1642,0,6,6
1,0,2,8,0,0,0,2,0.22,0.2273,0.64,0.194,1,11,12
2,0,5,11,0,5,1,2,0.58,0.5455,0.6,0.194,63,133,196
3,0,7,5,0,6,0,1,0.72,0.6818,0.7,0.2836,4,9,13
2,1,3,14,0,5,1,3,0.4,0.4091,0.54,0,56,173,229
4,1,11,14,0,0,0,2,0.3,0.2879,0.42,0.2537,33,170,203
1,1,1,1,0,2,1,2,0.22,0.2424,0.93,0.1045,2,3,5
1,1,2,12,0,0,0,1,0.3,0.303,0.39,0.1343,49,256,305
3,1,6,2,0,4,1,1,0.72,0.697,0.79,0.1045,11,7,18
2,1,5,22,0,0,0,1,0.62,0.5909,0.73,0.3284,44,101,145
3,1,9,5,0,1,1,1,0.5,0.4848,0.72,0.2537,4,36,40
4,1,11,15,0,2,1,2,0.46,0.4545,0.55,0.1045,61,226,287
3,0,9,23,0,2,1,3,0.54,0.5152,0.94,0.2537,2,56,58
2,0,5,22,0,6,0,3,0.54,0.5152,0.94,0.1642,7,19,26
1,1,2,21,0,3,1,1,0.52,0.5,0.52,0.1642,16,217,233
1,1,12,12,0,6,0,3,0.2,0.2424,1,0,5,43,48
2,0,6,12,0,4,1,1,0.92,0.8485,0.35,0.194,40,100,140
2,0,5,14,0,5,1,1,0.6,0.6212,0.4,0.4478,86,127,213
4,0,9,10,0,0,0,2,0.64,0.5758,0.83,0,85,190,275
1,1,1,2,0,2,1,1,0.3,0.2879,0.42,0.2239,0,2,2
4,0,10,3,0,6,0,1,0.44,0.4394,0.88,0,4,16,20
1,1,1,10,0,2,1,2,0.18,0.197,0.93,0.1642,3,80,83
3,0,9,12,0,4,1,2,0.66,0.6212,0.69,0.2985,31,148,179
3,1,8,1,0,1,1,1,0.72,0.697,0.79,0.0896,1,10,11
2,0,5,12,0,2,1,2,0.68,0.6364,0.61,0.4925,48,169,217
1,0,1,8,0,1,1,2,0.12,0.1212,0.5,0.2836,4,184,188
2,0,5,13,0,2,1,1,0.78,0.697,0.46,0.2537,38,152,190
2,1,3,23,0,3,1,1,0.54,0.5152,0.77,0,37,88,125
3,1,9,20,0,0,0,2,0.7,0.6667,0.84,0.1642,63,41,104
2,0,6,1,0,3,1,1,0.66,0.6061,0.78,0,3,20,23
3,0,7,9,0,4,1,1,0.78,0.7424,0.59,0.194,21,189,210
1,0,12,18,0,3,1,2,0.44,0.4394,1,0.2985,2,278,280
3,0,8,7,0,6,0,2,0.66,0.6212,0.74,0.194,10,34,44
2,0,6,6,0,6,0,1,0.62,0.5758,0.83,0.1045,9,18,27
1,1,1,6,0,0,0,1,0.26,0.2727,0.93,0.1343,1,1,2
4,1,12,10,0,5,1,1,0.26,0.2576,0.81,0.194,28,162,190
1,0,2,8,0,1,1,2,0.34,0.303,0.93,0.2985,13,242,255
2,1,4,20,0,1,1,1,0.5,0.4848,0.36,0.4478,21,255,276
4,0,10,6,0,2,1,1,0.52,0.5,0.83,0.0896,9,114,123
2,1,4,23,0,1,1,1,0.44,0.4394,0.44,0.2985,6,61,67
1,0,3,2,0,3,1,1,0.22,0.2273,0.69,0.194,0,2,2
3,0,8,20,0,4,1,1,0.66,0.6061,0.83,0.1045,24,141,165
3,1,7,1,0,1,1,2,0.76,0.7121,0.58,0.194,3,14,17
2,1,4,13,0,6,0,2,0.4,0.4091,0.37,0,120,269,389
1,1,12,13,0,6,0,1,0.32,0.2879,0.36,0.4478,23,135,158
2,0,6,10,0,3,1,1,0.82,0.7424,0.43,0.2239,27,63,90
1,0,2,12,0,3,1,2,0.24,0.2273,0.93,0.2239,3,61,64
4,1,10,9,0,2,1,3,0.58,0.5455,0.88,0.1343,3,83,86
1,0,2,0,0,0,0,1,0.2,0.2273,0.64,0.1045,5,34,39
2,1,4,5,0,5,1,1,0.42,0.4242,0.44,0.3582,0,19,19
3,1,8,16,0,0,0,3,0.64,0.5758,0.89,0.2836,57,116,173
3,1,7,6,0,2,1,1,0.64,0.5758,0.89,0.1642,2,192,194
2,1,6,6,0,6,0,1,0.56,0.5303,0.64,0.1045,17,63,80
3,0,8,15,0,2,1,1,0.9,0.7727,0.25,0.2836,48,120,168
1,1,1,19,0,3,1,2,0.34,0.3636,0.53,0,5,311,316
1,1,12,7,0,0,0,1,0.24,0.2121,0.56,0.3582,0,13,13
1,1,3,12,0,6,0,1,0.3,0.2727,0.33,0.3284,88,241,329
3,1,9,2,0,4,1,1,0.54,0.5152,0.77,0,0,9,9
2,0,5,2,0,1,1,3,0.56,0.5303,0.88,0.1642,2,3,5
3,0,8,22,0,4,1,1,0.7,0.6515,0.48,0,34,123,157
4,1,11,20,0,2,1,2,0.38,0.3939,0.76,0,11,224,235
3,1,7,14,0,4,1,1,0.86,0.7879,0.44,0.0896,46,151,197
1,0,3,18,0,3,1,2,0.34,0.3182,0.76,0.2537,12,176,188
3,1,9,22,0,5,1,1,0.7,0.6667,0.74,0.2239,52,247,299
1,1,3,0,0,6,0,1,0.3,0.2727,0.36,0.3582,9,68,77
3,0,8,11,0,1,1,1,0.72,0.6515,0.34,0.3284,46,85,131
4,1,11,21,0,4,1,1,0.26,0.2727,0.65,0.1343,7,201,208
3,0,9,6,0,0,0,1,0.44,0.4394,0.77,0.2537,2,10,12
4,0,12,19,0,4,1,2,0.52,0.5,0.59,0.2836,13,274,287
1,0,1,10,0,6,0,1,0.18,0.197,0.59,0.1642,2,57,59
2,1,5,18,0,3,1,3,0.52,0.5,0.77,0.5821,23,349,372
3,0,9,3,0,2,1,2,0.54,0.5152,0.83,0.2239,0,3,3
4,1,11,9,0,2,1,2,0.36,0.3788,0.71,0,28,298,326
1,1,2,2,0,5,1,2,0.3,0.3182,0.93,0.1045,1,11,12
4,1,11,0,0,4,1,3,0.28,0.2727,0.61,0.2239,1,14,15
3,0,8,5,0,0,0,2,0.64,0.5606,0.94,0.1642,1,9,10
4,1,12,14,0,1,1,2,0.5,0.4848,0.94,0.2239,31,179,210
1,1,1,14,0,6,0,1,0.38,0.3939,0.5,0.3881,123,239,362
3,0,8,22,0,0,0,1,0.7,0.6667,0.89,0.194,21,82,103
3,1,7,12,0,2,1,1,0.8,0.7121,0.41,0.1343,69,203,272
3,0,9,22,1,1,0,2,0.6,0.5455,0.88,0.5821,15,49,64
1,0,2,18,0,5,1,1,0.64,0.6212,0.33,0.3284,29,195,224
4,1,11,10,0,4,1,2,0.32,0.3333,0.66,0.1343,11,142,153
1,0,3,8,0,5,1,1,0.28,0.2727,0.7,0.2537,15,244,259
4,0,10,19,0,3,1,3,0.54,0.5152,0.94,0.1343,7,102,109
4,1,12,4,0,3,1,1,0.24,0.2424,0.75,0.1343,1,6,7
3,1,8,14,0,2,1,1,0.82,0.7424,0.41,0.2239,80,175,255
2,1,4,5,0,3,1,2,0.5,0.4848,0.39,0.2836,0,34,34
3,1,9,15,0,2,1,1,0.7,0.6364,0.28,0.1045,73,253,326
4,0,10,14,0,4,1,1,0.58,0.5455,0.43,0.0896,56,139,195
4,0,11,14,0,4,1,1,0.52,0.5,0.52,0.1642,32,120,152
2,0,5,19,0,2,1,1,0.78,0.7424,0.62,0.1045,39,246,285
4,1,11,9,0,5,1,1,0.34,0.3485,0.53,0.1045,27,355,382
4,1,10,9,0,3,1,1,0.34,0.3333,0.76,0.1343,17,280,297
1,0,2,1,0,4,1,1,0.22,0.2576,0.6,0.0896,0,7,7
3,1,8,13,0,5,1,2,0.86,0.803,0.47,0.2836,98,247,345
3,1,8,4,0,2,1,1,0.68,0.6364,0.83,0.1343,2,7,9
3,1,8,7,0,6,0,1,0.6,0.5606,0.83,0.2239,12,52,64
4,0,10,23,0,0,0,1,0.56,0.5303,0.52,0.4179,14,48,62
1,1,2,10,0,6,0,3,0.22,0.2424,0.93,0.1045,23,143,166
3,0,8,4,0,5,1,1,0.64,0.5909,0.78,0.1343,1,6,7
4,1,11,21,0,5,1,1,0.34,0.3333,0.49,0.194,21,157,178
3,0,8,11,0,5,1,2,0.76,0.697,0.52,0.2537,44,103,147
1,0,3,21,0,0,0,2,0.34,0.3182,0.53,0.2836,10,39,49
3,0,7,5,0,6,0,2,0.62,0.5606,0.88,0.1642,4,11,15
4,1,12,23,0,2,1,1,0.48,0.4697,0.67,0.2537,5,91,96
3,0,7,5,0,6,0,1,0.76,0.7121,0.62,0.1343,1,6,7
3,1,7,22,0,1,1,2,0.72,0.6667,0.58,0.1045,35,189,224
3,0,9,12,0,1,1,2,0.58,0.5455,0.6,0.0896,51,138,189
4,0,10,16,0,6,0,2,0.4,0.4091,0.76,0.2985,58,165,223
4,0,12,18,0,2,1,1,0.34,0.3182,0.42,0.2239,12,370,382
1,0,1,5,0,6,0,1,0.16,0.2273,0.59,0,0,1,1
3,1,8,2,0,0,0,2,0.64,0.5758,0.89,0.2239,12,104,116
1,1,2,23,0,4,1,1,0.32,0.3333,0.81,0.0896,3,70,73
4,0,10,11,0,1,1,1,0.56,0.5303,0.43,0,35,131,166
4,0,10,23,0,0,0,1,0.26,0.303,0.87,0,7,30,37
2,1,5,20,0,5,1,1,0.62,0.6212,0.41,0.1642,73,264,337
2,0,4,1,0,6,0,2,0.32,0.3182,1,0.194,5,11,16
3,0,8,9,0,4,1,1,0.72,0.6515,0.39,0.2239,31,166,197
1,0,1,5,0,4,1,1,0.24,0.2273,0.6,0.2239,0,6,6
3,0,7,12,0,2,1,1,0.84,0.7273,0.28,0,25,122,147
2,0,4,20,0,2,1,1,0.64,0.6061,0.73,0.3582,35,199,234
4,1,11,2,0,0,0,1,0.28,0.2879,0.81,0.1045,8,65,73
4,0,10,7,0,4,1,1,0.42,0.4242,0.62,0.194,15,287,302
4,1,10,11,0,2,1,3,0.58,0.5455,0.94,0.1343,7,92,99
2,0,4,23,0,3,1,1,0.4,0.4091,0.71,0.1343,5,57,62
2,1,4,20,0,1,1,2,0.32,0.3182,0.76,0.1642,17,186,203
1,1,3,5,0,1,1,1,0.2,0.2273,0.55,0.0896,1,17,18
4,1,10,22,0,6,0,1,0.44,0.4394,0.51,0.1045,47,155,202
2,0,5,1,0,2,1,2,0.6,0.5152,0.94,0.1642,6,9,15
1,0,2,10,0,4,1,2,0.26,0.2424,0.7,0.2836,8,49,57
4,1,10,23,0,2,1,1,0.3,0.303,0.81,0.1343,3,36,39
4,0,12,5,0,3,1,2,0.26,0.303,0.81,0,0,26,26
2,1,5,14,0,4,1,1,0.64,0.6212,0.38,0.194,68,202,270
3,1,6,6,0,3,1,1,0.58,0.5455,0.46,0.2836,7,193,200
1,0,12,14,0,4,1,2,0.3,0.3333,0.52,0,30,112,142
3,1,7,10,0,5,1,1,0.84,0.7727,0.47,0,85,146,231
4,1,10,3,1,1,0,1,0.34,0.3485,0.81,0.1045,2,8,10
2,1,4,0,0,2,1,2,0.32,0.3333,0.76,0.1343,0,13,13
3,0,8,9,0,4,1,2,0.72,0.6818,0.7,0.2985,21,141,162
2,1,3,12,0,5,1,2,0.38,0.3939,0.54,0,62,208,270
1,0,1,18,0,0,0,1,0.16,0.1364,0.4,0.3284,4,44,48
3,1,7,19,0,6,0,1,0.92,0.8333,0.33,0.1343,68,219,287
3,1,9,5,0,4,1,1,0.44,0.4394,0.77,0.1045,4,52,56
4,0,11,16,0,3,1,1,0.48,0.4697,0.51,0.1045,35,231,266
1,1,3,12,0,5,1,2,0.44,0.4394,0.82,0.1343,72,222,294
1,1,1,0,0,4,1,2,0.22,0.2273,0.47,0.194,1,13,14
4,0,11,0,0,4,1,1,0.36,0.3636,0.76,0.0896,3,28,31
3,0,7,13,0,1,1,1,0.82,0.7879,0.56,0.2537,27,125,152
2,1,5,22,0,4,1,1,0.5,0.4848,0.42,0.1045,36,196,232
2,0,5,3,0,4,1,1,0.34,0.3182,0.66,0.2537,0,4,4
1,1,3,10,0,1,1,2,0.24,0.2576,0.6,0,12,74,86
2,0,5,22,0,2,1,2,0.58,0.5455,0.6,0.3881,14,99,113
3,0,7,15,0,2,1,1,0.88,0.7576,0.28,0.3284,49,114,163
4,1,11,21,0,4,1,2,0.38,0.3939,0.54,0.1343,29,238,267
2,1,5,22,0,4,1,1,0.62,0.5909,0.78,0,29,217,246
1,1,3,11,0,3,1,1,0.42,0.4242,0.38,0.2985,33,128,161
4,0,11,21,0,1,1,3,0.4,0.4091,0.87,0.1642,11,103,114
1,1,1,9,0,0,0,2,0.16,0.1515,0.74,0.2239,9,54,63
1,1,1,13,0,2,1,1,0.18,0.1212,0.34,0.6567,5,68,73
2,1,3,15,0,3,1,2,0.56,0.5303,0.78,0,68,175,243
4,0,11,5,0,2,1,1,0.3,0.3182,0.87,0.0896,1,17,18
2,0,5,15,0,1,1,1,0.62,0.6212,0.41,0.2239,51,148,199
4,0,10,3,0,1,1,1,0.24,0.2576,0.87,0.1045,0,3,3
3,0,8,2,0,4,1,1,0.66,0.6212,0.54,0.1343,3,8,11
3,0,8,22,0,3,1,3,0.68,0.6364,0.89,0.1045,11,66,77
4,0,11,10,0,0,0,2,0.44,0.4394,0.72,0.1045,46,183,229
4,1,12,4,0,5,1,1,0.2,0.2273,0.75,0.0896,1,9,10
