season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt
2,0,4,14,0,5,0,1,0.645101733,0.623521288,0.440510173,0.212477221,156,237,392
2,0,4,14,0,3,0,1,0.672269537,0.63588264,0.462588676,0.151648506,156,238,395
4,1,11,7,0,3,1,2,0.461641185,0.455744018,0.595744147,0.293601063,9,388,395
4,0,9,7,0,4,1,1,0.494262351,0.469437894,0.90530513,0.035425288,9,384,395
4,1,11,11,0,6,0,2,0.320357077,0.333165203,0.75732192,0.107697628,74,318,392
3,1,10,11,0,5,0,2,0.439868907,0.39781669,0.502036267,0.387413046,72,321,394
3,0,8,15,0,6,0,1,0.69331889,0.674216795,0.484145905,0.340802199,169,224,591
2,0,6,16,0,6,0,1,0.683986695,0.654519921,0.651262474,0.317551176,169,225,395
2,0,6,14,0,6,0,1,0.781569177,0.708684869,0.466143608,0.203184693,169,225,394
2,0,4,15,0,6,0,1,0.66334985,0.634104597,0.644477703,0.326618971,170,225,395
2,0,6,14,0,5,1,1,0.7,0.6364,0.425279819,0.24845538,119,273,393
3,0,8,17,0,5,1,1,0.713817513,0.641616111,0.422364975,0.2239,113,282,396
3,0,7,17,0,3,0,1,0.675251441,0.63245591,0.659106173,0.264589357,71,322,591
3,0,7,17,0,3,0,1,0.653066928,0.610341454,0.645094902,0.278530572,71,322,591
2,1,3,19,0,2,1,1,0.54958589,0.556442102,0.328307514,0.268551388,43,356,398
2,1,3,18,0,4,1,1,0.489254077,0.480949532,0.589318911,0.207248536,43,352,396
2,0,5,17,0,4,0,1,0.753633853,0.687355288,0.449540016,0.240851424,151,247,396
2,0,5,18,0,2,0,1,0.786631735,0.737347079,0.521035427,0.281878791,148,247,396
3,1,9,11,0,6,0,1,0.650411106,0.632557905,0.681880308,0.231625016,130,264,395
3,1,8,15,0,6,0,1,0.74247281,0.70863435,0.594003226,0.300336525,131,264,395
4,1,11,16,0,0,0,2,0.383934108,0.396880087,0.800329461,0.103034545,65,334,397
3,0,10,16,0,1,1,1,0.436919596,0.43904472,0.616883232,0.095579742,60,335,396
4,0,11,7,0,4,1,2,0.399575766,0.408778289,0.870424234,0.355667325,8,387,395
4,0,11,7,0,3,1,2,0.449371239,0.446457571,0.639600886,0.309075617,8,388,396
3,1,9,9,0,6,0,1,0.649316446,0.631653318,0.682925211,0.200702553,129,265,592
2,0,6,10,0,6,0,1,0.818862187,0.771665728,0.521137813,0.22288052,129,266,399
4,1,10,19,0,2,1,1,0.336243245,0.330465584,0.567569259,0.145602685,27,368,395
4,1,10,16,0,2,1,1,0.392604015,0.373166328,0.550178311,0.133351503,31,368,398
3,1,8,14,0,5,1,1,0.64,0.610862217,0.558540208,0.256144655,94,300,592
2,1,6,13,0,5,1,1,0.64,0.618070028,0.420112036,0.192038091,96,298,592
2,1,3,19,0,4,1,1,0.489556172,0.476950584,0.575221914,0.202783597,41,353,592
2,1,5,20,0,1,1,1,0.66683264,0.639850483,0.304258489,0.228166038,41,357,398
3,1,7,14,0,4,1,1,0.654996886,0.613989905,0.494996886,0.270508663,104,293,396
2,1,6,11,0,4,0,1,0.725462209,0.687645532,0.502050963,0.233705872,106,288,395
2,1,6,12,0,2,1,1,0.709083272,0.6667,0.662834196,0.1642,44,351,396
2,1,7,9,0,2,1,1,0.700136633,0.6667,0.788087139,0.1642,44,351,396
2,1,4,15,0,1,1,1,0.515885021,0.500276549,0.342269289,0.30976914,103,291,592
3,1,7,13,0,5,1,1,0.673968709,0.638354198,0.461906128,0.214869991,101,295,396
3,1,9,10,0,5,0,2,0.50522499,0.462966385,0.536434206,0.325806338,72,322,394
3,1,9,9,0,5,0,1,0.574939535,0.55319107,0.639367442,0.098351498,67,327,394
2,0,6,12,0,5,0,1,0.74,0.65519481,0.418291141,0.259943458,140,252,393
2,0,6,14,0,0,0,1,0.72668311,0.671745748,0.523366219,0.0896,139,258,396
3,1,8,12,0,5,0,1,0.741092236,0.693003158,0.550273059,0.233256613,106,291,397
3,1,8,10,0,5,0,1,0.819409523,0.772103618,0.569852381,0.194293762,107,288,397
4,0,11,17,0,3,1,1,0.338178548,0.322302902,0.488169556,0.259214093,19,378,397
4,0,12,17,0,3,1,2,0.344882326,0.344526535,0.567480388,0.134584171,18,378,398
3,0,7,16,0,6,0,1,0.755260679,0.701341741,0.556303394,0.246638411,169,225,394
2,0,4,14,0,6,0,1,0.631521143,0.607966447,0.673712245,0.351130202,171,225,396
4,0,11,7,0,3,1,2,0.370049349,0.386387423,0.899950651,0.179394614,8,387,395
4,1,11,7,0,1,1,2,0.389756282,0.401301692,0.932261649,0,9,386,394
2,0,5,19,0,1,1,1,0.705932799,0.667592127,0.636411734,0.215007019,55,340,396
3,0,6,17,0,2,1,1,0.771227185,0.689586532,0.425336699,0.324014594,55,338,393
3,0,9,8,0,1,1,1,0.425551007,0.429248641,0.874726543,0.172484878,20,377,396
3,0,9,8,0,2,1,1,0.456820932,0.454978052,0.76252403,0.246215769,27,372,397
2,1,6,21,0,3,1,1,0.652610744,0.625976319,0.441576343,0.32290568,77,318,396
2,1,5,16,0,2,1,1,0.805873749,0.760810406,0.486076041,0.481960247,73,319,394
3,0,10,17,0,2,1,1,0.356703811,0.345994896,0.403296189,0.194,16,381,396
1,0,3,17,0,4,1,2,0.343273434,0.338259253,0.444550758,0.179351381,15,380,594
3,0,8,15,0,2,1,1,0.687536254,0.642089871,0.648550606,0.102327359,55,340,594
3,1,8,9,0,4,1,1,0.712138611,0.66530767,0.616415832,0,58,338,396
2,0,4,12,0,3,1,1,0.558362838,0.529067501,0.733416301,0.365600945,30,367,396
2,0,5,18,0,3,1,1,0.413112671,0.417243798,0.661390839,0.248563201,28,367,594
3,0,8,19,0,1,1,1,0.680180292,0.63653612,0.689639417,0.162719806,54,341,396
3,0,8,19,0,1,1,1,0.690837572,0.648700645,0.671034248,0.172273991,55,340,594
4,1,10,19,0,2,1,1,0.351220441,0.341815491,0.587226829,0.137917511,27,368,395
4,1,10,19,0,2,1,1,0.381483231,0.364749011,0.626946741,0.122388917,27,368,395
3,0,8,8,0,3,0,2,0.624904227,0.584576414,0.795704309,0.328537169,27,370,397
4,0,10,8,0,1,0,1,0.433341502,0.431834281,0.765006126,0.2239,27,372,398
3,0,7,19,0,3,1,1,0.737965503,0.692371519,0.674568783,0.214785452,71,323,395
2,1,6,20,0,2,1,1,0.737952535,0.673258473,0.457181014,0.198605981,71,324,394
2,0,5,15,0,6,0,1,0.650475092,0.629134882,0.682679601,0.345700923,170,225,395
2,0,6,11,0,6,0,1,0.716160301,0.653792506,0.522570892,0.251860562,171,225,396
2,1,7,18,0,6,0,1,0.790984204,0.74564835,0.503260118,0.349874699,133,264,398
2,1,6,18,0,6,0,1,0.772741438,0.72864048,0.492735445,0.344640428,133,264,398
2,0,6,15,0,4,0,1,0.74,0.6667,0.463726486,0,157,235,394
2,0,4,14,0,4,0,1,0.640004079,0.621201856,0.440002856,0.223890866,156,238,395
3,0,9,11,0,6,0,1,0.615181909,0.570100273,0.530230692,0.012124227,176,220,399
3,0,9,11,0,6,0,1,0.624720022,0.579375417,0.537639989,0.062580081,174,222,396
4,1,11,9,0,0,0,1,0.438755765,0.438456455,0.878755765,0.1045,60,336,398
4,1,11,11,0,1,0,1,0.432733831,0.433877712,0.785539802,0.099086704,60,336,395
2,1,6,14,0,5,1,1,0.745050557,0.662912808,0.352289348,0.276150194,99,297,397
3,1,8,14,0,5,1,1,0.712872737,0.654761093,0.486363596,0.260114914,103,295,397
3,0,9,18,0,5,1,2,0.502173985,0.481802658,0.630152278,0.262995011,43,355,399
2,0,6,18,0,5,1,1,0.417782747,0.422570431,0.584434505,0.237148147,42,353,395
4,0,12,7,0,1,1,1,0.216871756,0.217077389,0.771692257,0.170620567,8,388,396
4,0,11,8,0,1,1,1,0.226209147,0.2247948,0.765725488,0.215517709,8,388,395
3,0,7,19,0,1,1,1,0.700020853,0.651531592,0.650052132,0.000373472,54,343,398
3,0,7,19,0,1,1,1,0.739118777,0.691009964,0.630440612,0.107055052,55,345,399
2,0,4,8,0,2,1,1,0.606938569,0.594220629,0.702408359,0.443205814,21,374,396
3,0,8,8,0,1,1,1,0.477024928,0.476064172,0.825826319,0.249309705,20,376,396
2,1,7,9,0,2,1,1,0.701050367,0.6667,0.775294863,0.1642,44,351,396
2,1,4,18,0,2,1,1,0.644082262,0.628361542,0.332858611,0.239738149,44,355,399
3,1,7,7,0,1,1,1,0.709087987,0.643276422,0.542457614,0.096424237,8,389,396
2,1,5,7,0,3,1,1,0.469021739,0.461388804,0.699684783,0.279732609,8,392,399
3,0,8,8,0,4,1,2,0.69795026,0.649173545,0.820512435,0.33984458,29,368,597
2,0,6,7,0,4,1,2,0.667837791,0.610922014,0.857522577,0.270182756,31,369,399
2,0,5,8,0,4,1,2,0.674144055,0.622153502,0.794144055,0.416117318,30,367,597
2,0,4,8,0,3,1,2,0.65124656,0.596142962,0.8018836,0.3726736,31,367,399
4,0,12,17,0,2,1,1,0.36,0.356811149,0.493569232,0.144738552,18,378,396
4,0,12,17,0,1,1,1,0.404696477,0.399286372,0.606721207,0.085611043,14,383,398
3,0,7,19,0,3,1,1,0.730495383,0.665419502,0.410990767,0.2239,66,333,398
3,0,11,16,0,0,0,1,0.381377375,0.395092741,0.819114545,0.104891568,65,334,398
3,1,6,20,0,3,0,1,0.730165235,0.680846606,0.539344727,0.181277604,89,309,400
2,0,5,19,0,4,1,1,0.738862472,0.688967739,0.586990674,0.249221791,89,309,398
2,0,7,19,0,2,1,1,0.671438356,0.629893151,0.69,0.215313015,55,341,396
2,0,7,19,0,1,1,1,0.688021427,0.642426231,0.661978573,0.084928081,54,343,397
2,0,5,16,0,0,0,1,0.641305114,0.599612609,0.642797621,0.22170904,137,257,394
2,0,5,16,0,0,0,1,0.642804179,0.600890563,0.640267948,0.219192484,137,257,394
2,0,6,7,0,5,1,2,0.647738756,0.587524215,0.866783733,0.118934071,31,368,399
3,0,8,8,0,4,1,2,0.660503302,0.606671247,0.829874175,0.004507066,29,368,597
3,0,7,20,0,2,1,1,0.742642994,0.672082482,0.445471401,0.171479797,70,326,397
3,0,7,19,0,1,1,1,0.816429486,0.74511359,0.451423081,0.285181984,67,330,597
2,0,4,18,0,5,1,2,0.474762298,0.465732441,0.78198498,0.186705757,40,356,396
3,0,9,18,0,5,1,2,0.453189498,0.449391045,0.596055368,0.238944249,42,354,397
3,0,8,15,0,2,0,1,0.752533109,0.674842548,0.404826992,0.185851133,200,202,402
3,0,7,14,0,3,0,1,0.849739245,0.748149543,0.344825613,0.178735824,202,197,400
4,0,11,7,0,3,1,2,0.433112476,0.434155107,0.715475112,0.325253086,8,388,396
3,1,7,7,0,1,1,1,0.709008542,0.643212902,0.518854702,0.125972653,8,389,597
2,0,7,16,0,0,0,1,0.756452655,0.6818,0.426605088,0.261447981,144,253,396
2,0,5,18,0,0,0,1,0.797825118,0.753478598,0.541844191,0.2985,147,247,396
3,1,11,10,0,5,0,1,0.407150859,0.415155095,0.86642457,0.102302162,62,340,400
3,1,10,9,0,1,0,1,0.446394642,0.444890866,0.876163215,0.102272533,60,337,397
2,0,5,18,0,4,1,1,0.72120081,0.682256308,0.617898583,0.295362885,89,309,398
2,0,5,18,0,4,1,1,0.730026366,0.685610019,0.60245386,0.27230612,89,309,398
2,0,7,17,0,2,1,1,0.390384015,0.386757439,0.556651263,0.066634268,12,386,598
1,1,2,16,0,4,1,1,0.341892562,0.335308009,0.347191737,0.137407587,11,387,399
2,0,6,16,0,1,0,1,0.687510072,0.62688888,0.371521814,0.2985,145,253,398
2,0,6,17,0,1,0,1,0.674798223,0.617297115,0.387399111,0.242607895,145,256,400
2,0,5,17,0,2,0,1,0.803080054,0.762266281,0.530390094,0.28272215,156,247,401
3,0,8,17,0,6,0,1,0.64394982,0.593893963,0.765780649,0.109216085,156,243,399
4,0,11,17,0,3,1,1,0.342152616,0.321461214,0.464305233,0.359163145,21,379,402
4,0,11,18,0,3,1,1,0.305352199,0.2879,0.522534606,0.267841555,18,382,400
4,0,10,19,0,1,1,1,0.474679384,0.465640734,0.665961849,0.060399926,17,383,400
4,0,12,17,0,1,1,1,0.367577617,0.357110067,0.435046477,0.175624279,16,381,398
2,0,7,18,0,0,0,1,0.736026,0.665193192,0.417681834,0.225877065,144,257,400
1,1,5,19,0,6,0,1,0.608858384,0.60914318,0.345225022,0.284785786,139,259,598
4,1,9,14,0,5,0,2,0.695757313,0.647529344,0.539001721,0.254632143,105,293,399
3,1,8,12,0,5,0,1,0.755944314,0.708003757,0.553986078,0.225867704,106,291,397
2,0,6,13,0,4,1,2,0.622390165,0.57758382,0.707798359,0.178069213,38,359,398
2,0,7,7,0,3,1,1,0.700033278,0.63037025,0.661873544,0.194,36,364,400
2,1,4,9,0,2,1,1,0.626055187,0.634357869,0.367840913,0.449726068,71,329,400
2,1,7,9,0,4,1,1,0.733398801,0.693425922,0.646797602,0.122794751,69,327,397
2,1,6,12,0,5,1,1,0.703679287,0.637788931,0.442641425,0.169691336,111,291,401
4,1,10,14,0,5,0,1,0.66248908,0.586594803,0.388357849,0.245215503,111,288,600
3,0,7,19,0,2,1,1,0.746867075,0.687132458,0.443734149,0.2239,65,333,398
3,0,7,19,0,2,1,1,0.800683099,0.724840937,0.42227324,0.284089592,68,329,398
2,0,6,17,0,1,0,1,0.720767391,0.652121682,0.561928046,0.020098077,158,238,398
3,0,8,17,0,6,0,1,0.671636429,0.614880413,0.666108856,0.142273896,155,244,399
3,0,6,19,0,3,1,1,0.718506778,0.679537768,0.696266944,0.33145639,55,343,398
3,0,6,19,0,3,1,1,0.714246376,0.673083259,0.685615939,0.255152587,55,343,398
4,0,10,8,0,3,1,1,0.470231013,0.4622748,0.578536918,0.261487226,26,373,600
3,0,8,8,0,3,1,1,0.587426201,0.559665759,0.798351193,0.300051303,28,370,398
4,0,11,8,0,2,1,1,0.206276454,0.232733616,0.695379818,0.103832006,8,391,400
3,0,11,7,0,1,1,1,0.29062793,0.301044282,0.65979069,0.1045,8,390,398
3,0,7,18,0,3,0,1,0.679383511,0.620727037,0.441367912,0.209636445,66,333,600
4,1,11,16,0,0,0,2,0.389253817,0.400909766,0.773730917,0.101052953,64,334,397
2,1,7,13,0,5,0,1,0.572602453,0.522828833,0.453746987,0.225725521,109,292,401
2,1,7,13,0,5,0,1,0.585609579,0.534424304,0.453364424,0.219443844,109,292,401
4,0,10,8,0,2,1,1,0.455933125,0.451456065,0.669090206,0.243710186,27,372,600
3,0,9,8,0,5,1,1,0.539088669,0.514434097,0.497493839,0.225575203,26,372,398
3,1,8,18,0,0,0,1,0.548069601,0.523040464,0.585321733,0.418116397,90,309,399
2,0,6,18,0,2,0,1,0.633672601,0.603328394,0.60705089,0.362943404,89,310,399
2,0,5,8,0,2,1,2,0.6384226,0.581555708,0.833943499,0.262611968,32,367,399
2,0,4,8,0,3,1,2,0.652477481,0.597543135,0.798806297,0.383237982,31,367,399
1,1,3,17,0,6,0,1,0.656852841,0.620596649,0.425876639,0.311389315,133,266,398
1,0,1,15,0,6,0,1,0.57766648,0.547027948,0.397603875,0.267114966,133,268,402
3,0,6,19,0,3,1,1,0.737470716,0.675204805,0.547131238,0.37125936,57,342,400
2,0,5,19,0,3,1,1,0.625776698,0.575159708,0.464089807,0.21777063,60,341,601
2,0,6,7,0,3,1,1,0.398576771,0.402792221,0.714822096,0.265016223,8,392,400
3,0,8,7,0,4,1,1,0.379728611,0.384613307,0.77424425,0.172593068,8,393,401
3,0,8,17,0,6,0,1,0.685286762,0.621785572,0.675840446,0.080837667,157,242,400
2,0,6,17,0,4,0,1,0.823131805,0.717077874,0.35204957,0,159,240,398
2,0,6,11,0,0,0,1,0.71138965,0.660156134,0.570272448,0.110479608,145,256,401
2,0,8,11,0,0,0,1,0.701988746,0.653011447,0.636078781,0.019290833,144,257,401
2,0,6,16,0,2,1,1,0.826623259,0.728233695,0.375746971,0.049272481,71,330,402
2,1,6,13,0,2,1,1,0.849260536,0.747076571,0.263678416,0.083297286,71,329,400
2,0,5,19,0,1,1,1,0.689377106,0.652803948,0.600860691,0.182573833,56,340,398
2,0,5,19,0,3,1,1,0.582003287,0.545306242,0.501297206,0.162222172,60,341,601
3,1,6,13,0,6,0,1,0.835733363,0.747551017,0.410666594,0.20829903,118,284,402
2,1,6,10,0,4,0,1,0.702452033,0.671165932,0.652620488,0.11316692,123,277,402
4,0,10,7,0,4,1,1,0.422694905,0.426272478,0.608652547,0.23352696,13,387,399
3,0,8,8,0,1,1,1,0.599392819,0.601332804,0.57468345,0.248107961,19,384,402
4,0,11,8,0,2,1,1,0.258916137,0.278304542,0.740499546,0.09822964,8,392,400
4,0,11,7,0,3,1,2,0.410408869,0.410694501,0.680917074,0.212170106,8,391,399
3,0,8,16,0,0,0,1,0.72943504,0.662685315,0.480748521,0.164762635,144,257,603
3,0,8,12,0,0,0,1,0.719279161,0.661235976,0.569670162,0.095913827,144,256,399
3,0,8,17,0,0,0,1,0.716759331,0.649095194,0.430167792,0.258586698,146,256,403
3,0,8,16,0,0,0,1,0.731899466,0.663621797,0.466578071,0.178557261,144,257,603
2,1,5,19,0,0,0,1,0.658361151,0.6212,0.599347483,0.412397565,141,260,400
2,1,4,18,0,0,0,1,0.658185982,0.6212,0.597301876,0.397592072,142,260,404
2,1,5,18,0,3,1,1,0.687979728,0.635131566,0.351773273,0.209612761,82,322,404
2,1,4,18,0,3,1,1,0.561444955,0.544664942,0.367056029,0.266066154,81,317,398
3,1,8,9,0,2,1,2,0.7,0.6667,0.782755992,0.140410678,44,351,398
3,1,9,11,0,2,1,1,0.559837097,0.542811567,0.603730511,0.040686176,48,354,403
2,1,6,14,0,4,0,1,0.730102152,0.645783005,0.324497517,0.302481641,98,299,399
4,1,9,14,0,0,0,1,0.504425572,0.488163435,0.59,0.4478,96,305,401
4,0,11,18,0,3,1,1,0.301388745,0.28940282,0.561091157,0.222715599,18,384,404
4,0,12,17,0,2,1,1,0.348554966,0.336940516,0.430520091,0.199703442,17,381,399
2,0,5,16,1,1,0,1,0.805593838,0.769712221,0.546794352,0.273421273,157,247,403
3,0,7,16,0,3,0,1,0.723330414,0.654072788,0.43250219,0.167931864,152,247,400
2,0,5,13,0,2,0,1,0.77801654,0.699510289,0.514618884,0.2239,211,188,399
2,0,7,12,0,0,0,1,0.683934973,0.648426032,0.619512301,0.169961673,219,188,409
3,0,8,18,0,5,1,2,0.531719633,0.50195279,0.672993468,0.267412085,43,355,399
3,0,7,18,0,5,1,2,0.598471156,0.547477328,0.769783176,0.277391438,43,357,399
3,0,9,13,0,2,1,1,0.410047826,0.390163825,0.56507174,0.149264803,33,368,401
4,1,10,18,0,2,1,2,0.529238141,0.476715477,0.784408242,0.053225347,28,368,398
2,1,5,19,0,3,1,1,0.624920999,0.587222343,0.603814988,0.2836,44,358,603
2,1,5,19,0,3,1,1,0.619244931,0.591521965,0.518673967,0.2836,44,358,603
2,0,6,15,0,6,0,1,0.743512303,0.654162325,0.272458612,0.40636911,180,223,402
3,0,8,15,0,3,0,1,0.727559434,0.64743206,0.413789122,0.126283735,184,218,403
2,0,5,7,0,4,1,1,0.682933985,0.626891443,0.797998603,0.175691722,33,369,403
2,0,7,7,0,5,1,2,0.65321392,0.595819089,0.85035824,0.065824975,31,368,399
3,0,7,16,0,1,1,1,0.772028098,0.725781961,0.570978927,0.2239,65,335,399
3,1,10,16,0,0,0,1,0.514835232,0.506806765,0.734840906,0.146866649,66,334,400
2,0,4,13,0,3,0,1,0.645972653,0.603936142,0.418429984,0.2836,198,204,402
2,0,4,12,0,1,0,1,0.574848228,0.545887669,0.33636334,0.2836,196,206,402
4,1,10,19,0,1,1,1,0.418973783,0.423463154,0.581897378,0.249617954,24,381,404
4,1,10,19,0,1,1,1,0.466084646,0.459126077,0.586608465,0.165242399,22,381,404
4,1,11,10,0,5,0,2,0.467833828,0.460508351,0.874845273,0.118938915,59,343,403
3,1,9,9,0,4,1,2,0.573430077,0.546854105,0.850748682,0.106239629,54,348,402
4,1,11,17,0,4,0,1,0.417122982,0.422033917,0.413258208,0.156271592,101,302,403
3,1,9,16,0,5,0,1,0.480567928,0.466097186,0.370888231,0.195799501,100,301,399
3,1,8,17,0,6,0,1,0.718001952,0.676120598,0.660247316,0.339202864,132,268,399
2,1,7,16,0,6,0,1,0.616498164,0.586181022,0.673387813,0.283756241,132,271,404
3,1,9,13,0,5,1,1,0.734779845,0.649529391,0.380440311,0.216108918,112,287,401
2,1,5,17,0,5,1,1,0.73345789,0.674374705,0.592196033,0.239062029,111,292,403
3,0,6,15,0,5,0,1,0.757557317,0.678099335,0.426335975,0.262042949,174,234,406
3,0,6,14,0,0,0,1,0.744279217,0.654741507,0.394650979,0.005589727,174,228,403
2,1,5,20,0,3,1,1,0.660640155,0.621781901,0.689551891,0.282835654,55,343,400
2,1,6,20,0,2,1,1,0.628523783,0.594428786,0.685738109,0.235555729,57,348,405
3,1,9,17,0,0,0,1,0.529129847,0.531692899,0.518174031,0.202134569,90,314,404
3,1,9,19,0,0,0,1,0.631428826,0.625528668,0.511428826,0.142828761,92,311,404
3,1,8,9,0,5,0,1,0.679734569,0.64596936,0.730132715,0.018522757,61,337,400
3,1,7,15,0,2,0,1,0.712425607,0.672058219,0.618323817,0.208121159,65,336,402
2,1,5,19,0,5,1,1,0.730799628,0.667861437,0.481994425,0.198773781,113,292,405
3,1,10,16,0,5,0,1,0.41673671,0.385333536,0.483889141,0.317246757,108,292,401
3,0,10,7,0,1,1,1,0.474254822,0.47703283,0.841303478,0.074813588,12,392,405
4,0,11,8,0,1,1,1,0.325887068,0.3485,0.894677594,0.026374063,10,392,402
4,0,10,8,0,2,1,1,0.513953726,0.495456924,0.851349098,0.345332018,27,375,401
4,0,10,8,0,2,1,2,0.549156084,0.522112844,0.857109789,0.258266725,28,376,404
3,0,8,8,0,1,1,1,0.612673089,0.614136192,0.571665207,0.251711743,19,384,402
3,0,8,8,0,1,1,1,0.604578437,0.586193052,0.73192641,0.127166076,24,382,405
2,0,4,11,0,0,0,1,0.518730566,0.501832328,0.268730566,0.272417852,195,208,606
2,0,5,11,0,0,0,1,0.682569471,0.650816506,0.432569471,0.174606026,196,207,606
3,1,7,11,0,4,0,1,0.781201458,0.697847105,0.375398887,0.304165255,96,306,402
3,1,7,12,0,6,0,1,0.712342196,0.645682447,0.333531561,0.223689253,97,305,403
3,1,6,13,0,5,0,1,0.870311716,0.75802225,0.280623433,0.2537,118,288,406
2,1,6,12,0,5,0,1,0.711209952,0.644888425,0.440658373,0.169773837,111,291,403
3,0,8,13,0,0,0,1,0.626920238,0.598366619,0.55,0.178306156,194,212,405
3,0,9,14,0,0,0,1,0.703283613,0.659916449,0.517761204,0.152616402,198,208,405
2,1,5,20,0,2,1,1,0.661272951,0.622357112,0.555827418,0.193670024,54,349,403
2,1,6,20,0,1,1,1,0.699768442,0.657349514,0.580849488,0.18217912,54,348,403
2,0,6,15,0,6,0,1,0.803330199,0.700906911,0.34916745,0.111491871,182,219,402
2,0,6,15,0,6,0,1,0.838236077,0.726030416,0.340440981,0.090653062,182,219,402
3,0,9,12,0,6,0,1,0.692839588,0.653009964,0.677036864,0.187423567,143,261,405
2,0,6,13,0,6,0,1,0.546019489,0.532408735,0.498213643,0.2239,146,260,405
2,1,5,10,0,0,0,1,0.580026197,0.579552295,0.449986901,0.16796166,127,278,407
3,1,9,10,0,0,0,1,0.463671176,0.470484802,0.614752246,0.139056084,131,273,404
3,0,7,14,0,6,0,1,0.837596589,0.725473408,0.335193178,0.091390541,181,220,402
2,0,6,13,0,6,0,1,0.797150906,0.699512226,0.344659593,0.13395456,177,226,400
3,0,8,15,0,0,0,1,0.66472275,0.632529763,0.661067541,0.057009605,125,278,606
2,0,6,12,0,0,0,1,0.636391831,0.625352597,0.514691128,0.16273115,126,277,606
2,0,7,15,0,1,0,1,0.670641863,0.614143872,0.464917211,0.246741491,133,270,404
3,0,8,16,0,4,0,1,0.68268635,0.634102861,0.674776745,0.319920977,132,270,403
3,0,8,8,0,2,1,1,0.630762392,0.617137197,0.639955548,0.213556278,19,384,606
2,0,6,7,0,4,1,1,0.557347973,0.528321348,0.826051845,0.116265502,16,388,404
2,0,6,14,0,6,0,1,0.718970622,0.637568037,0.308115748,0.362973893,179,223,400
2,0,6,13,0,6,0,1,0.813193781,0.706944289,0.297447668,0.131163363,178,225,606
2,0,5,19,0,4,1,1,0.676023884,0.655150474,0.581264488,0.331946259,56,345,401
2,0,4,19,0,3,1,1,0.636455504,0.631884324,0.45233247,0.28271447,56,347,403
3,1,7,17,0,3,1,1,0.717323265,0.673306848,0.59280302,0.172943979,66,336,402
3,0,8,19,0,3,1,1,0.72953929,0.688951137,0.580197447,0.16380708,65,336,400
1,0,4,12,0,6,0,1,0.658331426,0.623407569,0.523642853,0.191844488,133,269,402
2,0,8,14,0,1,0,1,0.735938909,0.669766123,0.532335998,0.265158446,134,270,606
2,0,6,17,0,3,1,1,0.758079194,0.702851688,0.537401007,0.163194399,72,333,405
2,0,8,19,0,4,1,1,0.667916194,0.627196517,0.61,0.110397565,68,336,404
3,0,8,17,0,5,1,1,0.728974875,0.702274668,0.72994768,0.1343,39,369,407
3,0,9,16,0,4,1,2,0.64402999,0.603225857,0.448302249,0.234474311,41,366,406
3,0,10,10,0,1,0,1,0.453514938,0.454704761,0.678293607,0.109483579,133,271,404
3,1,10,11,0,0,0,1,0.438517681,0.440521539,0.697407246,0.137669649,132,271,403
3,0,7,16,0,0,0,1,0.789376872,0.755066226,0.533163945,0.281968385,193,218,409
4,0,10,14,0,0,0,1,0.52,0.5,0.55,0.22007018,191,216,406
3,0,12,15,0,3,1,1,0.36,0.36730512,0.551878938,0.079027302,12,393,607
1,0,12,10,0,3,1,2,0.36,0.37499173,0.804727974,0.026181853,12,393,607
2,0,5,17,0,2,0,1,0.825934148,0.769919533,0.48879023,0.209932848,158,245,402
2,0,6,17,0,4,0,1,0.833007982,0.748485816,0.403904222,0.104355876,159,243,402
3,0,8,12,0,5,0,1,0.724753906,0.668812234,0.571424072,0.165592608,155,253,406
3,0,9,17,0,0,0,1,0.653730036,0.601330022,0.453134982,0.395441822,149,253,401
1,1,2,15,0,1,1,1,0.391901763,0.367355295,0.386242129,0.218212169,6,399,406
1,1,4,8,0,1,1,1,0.562221712,0.52866248,0.833331994,0.101755905,7,400,406
3,0,8,17,0,2,0,1,0.594254146,0.561678455,0.575524873,0.414841706,151,253,607
1,1,4,18,0,6,0,1,0.585095694,0.560682843,0.620300752,0.320945437,149,254,401
3,1,10,17,0,0,0,1,0.531175385,0.509405949,0.455587692,0.138006503,102,302,406
3,1,9,18,0,5,0,1,0.675548102,0.630919652,0.562340296,0.18589012,99,307,405
4,1,10,13,0,1,0,1,0.429195111,0.431165297,0.553335444,0.194,82,324,408
3,1,7,14,0,2,0,1,0.456035208,0.45149667,0.480363568,0.194,82,320,403
1,0,12,8,0,2,1,2,0.348102046,0.3697873,0.93,0,12,392,404
1,0,11,8,0,2,1,2,0.371229544,0.387297021,0.931871591,0,12,393,405
1,1,1,18,0,2,1,2,0.398802866,0.408143171,0.577517913,0.158183612,9,396,609
1,1,2,17,0,1,1,1,0.364116639,0.35784477,0.277341346,0.215509438,8,398,406
1,0,4,13,0,6,0,1,0.483764628,0.48398396,0.389981349,0.050809446,132,272,404
1,1,1,15,0,6,0,1,0.532988036,0.509832298,0.355266201,0.248779123,132,268,403
3,0,9,18,0,2,1,2,0.588046405,0.539713899,0.775881672,0.190046914,24,383,406
4,1,10,19,0,2,1,2,0.4,0.4091,0.517243319,0.213312517,26,382,407
2,0,6,18,0,6,0,1,0.728099717,0.671783928,0.476694366,0.190053073,163,242,406
